Student,Class,Math_1,Math_2,Physics_1,Physics_2,Science_1,Science_2,Math,Physics,Science,Score
Student_10503,IDISC,17,1,7,10,5,16,9.0,8.5,10.5,9.33
Student_10504,IDL,5,13,18,14,14,3,9.0,16.0,8.5,11.17
Student_10505,ISEOC,11,6,19,0,18,4,8.5,9.5,11.0,9.67
Student_10506,IDISC,16,18,14,12,17,17,17.0,13.0,17.0,15.67
Student_10507,ISEOC,1,5,7,0,2,4,3.0,3.5,3.0,3.17
Student_10508,IDL,14,19,4,20,7,6,16.5,12.0,6.5,11.67
Student_10509,IDL,9,8,7,9,4,0,8.5,8.0,2.0,6.17
Student_10510,ISEOC,7,2,17,8,2,15,4.5,12.5,8.5,8.5
Student_10511,IDL,3,8,13,16,18,16,5.5,14.5,17.0,12.33
Student_10512,IDISC,12,8,2,7,4,7,10.0,4.5,5.5,6.67
Student_10513,ISEOC,15,2,10,6,18,2,8.5,8.0,10.0,8.83
Student_10514,IDISC,19,2,20,15,3,10,10.5,17.5,6.5,11.5
Student_10515,IDISC,10,10,9,17,9,15,10.0,13.0,12.0,11.67
Student_10516,ISEOC,6,17,18,20,11,8,11.5,19.0,9.5,13.33
Student_10517,IDL,8,12,6,18,4,13,10.0,12.0,8.5,10.17
Student_10518,IDL,5,17,8,9,15,14,11.0,8.5,14.5,11.33
Student_10519,IDISC,10,4,12,15,20,6,7.0,13.5,13.0,11.17
Student_10520,IDL,4,7,13,0,0,13,5.5,6.5,6.5,6.17
Student_10521,IDL,15,5,18,10,6,19,10.0,14.0,12.5,12.17
Student_10522,IDISC,13,16,13,16,14,19,14.5,14.5,16.5,15.17
Student_10523,ISEOC,15,1,5,1,12,3,8.0,3.0,7.5,6.17
Student_10524,IDL,11,2,10,12,3,17,6.5,11.0,10.0,9.17
Student_10525,ISEOC,8,17,7,3,18,4,12.5,5.0,11.0,9.5
Student_10526,IDISC,5,18,18,13,4,19,11.5,15.5,11.5,12.83
Student_10527,ISEOC,11,9,9,8,20,10,10.0,8.5,15.0,11.17
Student_10528,IDL,12,15,11,18,20,11,13.5,14.5,15.5,14.5
Student_10529,IDISC,3,6,3,3,7,11,4.5,3.0,9.0,5.5
Student_10530,ISEOC,9,10,14,15,17,13,9.5,14.5,15.0,13.0
Student_10531,IDISC,15,8,16,9,11,13,11.5,12.5,12.0,12.0
Student_10532,ISEOC,17,1,2,9,1,9,9.0,5.5,5.0,6.5
Student_10533,ISEOC,15,10,12,9,18,2,12.5,10.5,10.0,11.0
Student_10534,IDISC,7,12,7,15,9,6,9.5,11.0,7.5,9.33
Student_10535,ISEOC,8,8,12,13,15,16,8.0,12.5,15.5,12.0
Student_10536,IDISC,20,14,11,16,9,0,17.0,13.5,4.5,11.67
Student_10537,IDISC,7,6,13,14,13,0,6.5,13.5,6.5,8.83
Student_10538,ISEOC,17,7,0,6,17,5,12.0,3.0,11.0,8.67
Student_10539,IDISC,16,4,16,6,5,1,10.0,11.0,3.0,8.0
Student_10540,IDL,7,14,14,20,14,8,10.5,17.0,11.0,12.83
Student_10541,ISEOC,20,9,8,20,11,9,14.5,14.0,10.0,12.83
Student_10542,ISEOC,8,17,13,2,11,16,12.5,7.5,13.5,11.17
Student_10543,IDISC,5,4,16,16,1,7,4.5,16.0,4.0,8.17
Student_10544,IDISC,19,18,15,20,18,0,18.5,17.5,9.0,15.0
Student_10545,ISEOC,19,15,12,0,7,2,17.0,6.0,4.5,9.17
Student_10546,IDL,4,11,3,0,7,13,7.5,1.5,10.0,6.33
Student_10547,IDL,0,2,6,20,16,11,1.0,13.0,13.5,9.17
Student_10548,IDL,11,13,3,19,15,14,12.0,11.0,14.5,12.5
Student_10549,IDISC,9,17,12,12,18,3,13.0,12.0,10.5,11.83
Student_10550,IDISC,3,15,8,4,17,14,9.0,6.0,15.5,10.17
Student_10551,IDISC,14,7,8,2,6,16,10.5,5.0,11.0,8.83
Student_10552,IDISC,17,18,16,9,4,1,17.5,12.5,2.5,10.83
Student_10553,ISEOC,2,2,2,15,16,1,2.0,8.5,8.5,6.33
Student_10554,IDL,10,0,5,3,5,6,5.0,4.0,5.5,4.83
Student_10555,IDL,20,3,11,6,17,18,11.5,8.5,17.5,12.5
Student_10556,IDL,7,14,9,2,2,16,10.5,5.5,9.0,8.33
Student_10557,IDISC,2,2,6,14,3,16,2.0,10.0,9.5,7.17
Student_10558,IDISC,2,4,18,19,5,8,3.0,18.5,6.5,9.33
Student_10559,IDISC,12,9,16,14,10,6,10.5,15.0,8.0,11.17
Student_10560,IDISC,11,8,5,13,3,8,9.5,9.0,5.5,8.0
Student_10561,IDL,14,13,7,19,9,20,13.5,13.0,14.5,13.67
Student_10562,IDL,10,17,4,12,18,4,13.5,8.0,11.0,10.83
Student_10563,IDL,7,14,10,10,5,7,10.5,10.0,6.0,8.83
Student_10564,ISEOC,14,19,2,4,0,6,16.5,3.0,3.0,7.5
Student_10565,ISEOC,16,18,19,9,7,2,17.0,14.0,4.5,11.83
Student_10566,IDL,7,2,1,11,18,10,4.5,6.0,14.0,8.17
Student_10567,ISEOC,12,14,11,18,8,8,13.0,14.5,8.0,11.83
Student_10568,IDISC,11,3,20,19,19,6,7.0,19.5,12.5,13.0
Student_10569,IDISC,5,3,18,0,12,5,4.0,9.0,8.5,7.17
Student_10570,ISEOC,19,3,3,7,8,14,11.0,5.0,11.0,9.0
Student_10571,IDL,16,17,18,2,20,17,16.5,10.0,18.5,15.0
Student_10572,ISEOC,6,0,13,10,0,8,3.0,11.5,4.0,6.17
Student_10573,ISEOC,20,12,2,18,3,3,16.0,10.0,3.0,9.67
Student_10574,IDISC,8,7,0,17,10,5,7.5,8.5,7.5,7.83
Student_10575,IDISC,8,14,15,9,2,8,11.0,12.0,5.0,9.33
Student_10576,IDISC,3,19,4,13,13,1,11.0,8.5,7.0,8.83
Student_10577,ISEOC,4,18,12,2,17,9,11.0,7.0,13.0,10.33
Student_10578,IDL,18,7,16,19,20,9,12.5,17.5,14.5,14.83
Student_10579,ISEOC,8,12,20,8,20,5,10.0,14.0,12.5,12.17
Student_10580,ISEOC,18,10,10,16,19,12,14.0,13.0,15.5,14.17
Student_10581,IDISC,19,7,9,18,9,0,13.0,13.5,4.5,10.33
Student_10582,IDL,5,11,6,15,12,12,8.0,10.5,12.0,10.17
Student_10583,ISEOC,0,10,13,14,1,15,5.0,13.5,8.0,8.83
Student_10584,ISEOC,20,15,0,15,10,18,17.5,7.5,14.0,13.0
Student_10585,ISEOC,5,16,0,19,4,16,10.5,9.5,10.0,10.0
Student_10586,ISEOC,7,9,1,2,2,15,8.0,1.5,8.5,6.0
Student_10587,IDISC,8,5,12,8,18,11,6.5,10.0,14.5,10.33
Student_10588,IDISC,4,9,18,8,19,13,6.5,13.0,16.0,11.83
Student_10589,IDISC,5,4,8,16,8,9,4.5,12.0,8.5,8.33
Student_10590,IDL,16,1,18,12,17,9,8.5,15.0,13.0,12.17
Student_10591,ISEOC,11,14,7,4,5,8,12.5,5.5,6.5,8.17
Student_10592,IDL,4,9,9,10,2,8,6.5,9.5,5.0,7.0
Student_10593,IDISC,4,3,3,12,2,8,3.5,7.5,5.0,5.33
Student_10594,IDL,6,12,10,11,7,5,9.0,10.5,6.0,8.5
Student_10595,ISEOC,14,2,13,11,6,18,8.0,12.0,12.0,10.67
Student_10596,ISEOC,6,15,18,19,7,4,10.5,18.5,5.5,11.5
Student_10597,IDISC,18,8,17,12,6,0,13.0,14.5,3.0,10.17
Student_10598,IDL,14,0,17,15,17,7,7.0,16.0,12.0,11.67
Student_10599,IDL,6,12,3,16,6,15,9.0,9.5,10.5,9.67
Student_10600,IDL,15,7,16,4,13,16,11.0,10.0,14.5,11.83
Student_10601,IDL,2,6,19,4,13,15,4.0,11.5,14.0,9.83
Student_10602,IDL,15,1,3,14,13,14,8.0,8.5,13.5,10.0
Student_10603,IDL,15,13,14,16,14,0,14.0,15.0,7.0,12.0
Student_10604,ISEOC,0,5,3,17,7,1,2.5,10.0,4.0,5.5
Student_10605,IDISC,3,9,14,4,14,6,6.0,9.0,10.0,8.33
Student_10606,IDISC,12,0,13,2,10,18,6.0,7.5,14.0,9.17
Student_10607,ISEOC,18,7,10,12,17,14,12.5,11.0,15.5,13.0
Student_10608,IDISC,14,11,2,14,3,8,12.5,8.0,5.5,8.67
Student_10609,ISEOC,7,0,12,12,5,9,3.5,12.0,7.0,7.5
Student_10610,IDL,17,20,4,14,18,3,18.5,9.0,10.5,12.67
Student_10611,IDISC,7,3,12,8,6,12,5.0,10.0,9.0,8.0
Student_10612,IDISC,13,16,7,1,15,13,14.5,4.0,14.0,10.83
Student_10613,ISEOC,10,17,4,8,12,10,13.5,6.0,11.0,10.17
Student_10614,ISEOC,1,16,0,11,19,3,8.5,5.5,11.0,8.33
Student_10615,IDL,8,4,3,11,8,6,6.0,7.0,7.0,6.67
Student_10616,ISEOC,11,2,9,3,10,6,6.5,6.0,8.0,6.83
Student_10617,IDISC,20,14,20,20,9,2,17.0,20.0,5.5,14.17
Student_10618,IDL,4,11,10,9,18,7,7.5,9.5,12.5,9.83
Student_10619,ISEOC,3,20,10,10,17,12,11.5,10.0,14.5,12.0
Student_10620,IDL,5,19,3,15,19,13,12.0,9.0,16.0,12.33
Student_10621,IDL,12,10,18,12,11,17,11.0,15.0,14.0,13.33
Student_10622,IDL,12,14,10,5,5,20,13.0,7.5,12.5,11.0
Student_10623,ISEOC,6,18,17,0,15,11,12.0,8.5,13.0,11.17
Student_10624,ISEOC,8,8,6,5,14,3,8.0,5.5,8.5,7.33
Student_10625,ISEOC,8,13,13,10,6,4,10.5,11.5,5.0,9.0
Student_10626,IDL,10,18,9,0,8,20,14.0,4.5,14.0,10.83
Student_10627,IDISC,15,1,9,8,1,0,8.0,8.5,0.5,5.67
Student_10628,IDL,5,5,20,10,9,1,5.0,15.0,5.0,8.33
Student_10629,IDL,19,17,5,13,3,7,18.0,9.0,5.0,10.67
Student_10630,IDISC,12,19,19,4,3,12,15.5,11.5,7.5,11.5
Student_10631,IDL,14,9,0,7,5,14,11.5,3.5,9.5,8.17
Student_10632,IDISC,11,5,17,4,3,6,8.0,10.5,4.5,7.67
Student_10633,IDL,9,1,12,18,0,3,5.0,15.0,1.5,7.17
Student_10634,IDL,7,17,6,4,0,4,12.0,5.0,2.0,6.33
Student_10635,ISEOC,6,14,3,10,8,9,10.0,6.5,8.5,8.33
Student_10636,IDL,10,2,5,8,12,19,6.0,6.5,15.5,9.33
Student_10637,ISEOC,11,13,11,18,0,3,12.0,14.5,1.5,9.33
Student_10638,IDL,18,10,13,11,16,19,14.0,12.0,17.5,14.5
Student_10639,IDL,16,0,4,19,9,15,8.0,11.5,12.0,10.5
Student_10640,IDISC,6,18,11,10,17,18,12.0,10.5,17.5,13.33
Student_10641,IDL,5,2,16,11,6,7,3.5,13.5,6.5,7.83
Student_10642,IDISC,20,4,4,14,4,15,12.0,9.0,9.5,10.17
Student_10643,IDISC,0,15,8,6,10,1,7.5,7.0,5.5,6.67
Student_10644,ISEOC,16,15,5,5,7,15,15.5,5.0,11.0,10.5
Student_10645,IDISC,7,12,20,18,0,9,9.5,19.0,4.5,11.0
Student_10646,IDL,9,12,4,17,6,10,10.5,10.5,8.0,9.67
Student_10647,IDL,12,18,3,16,13,14,15.0,9.5,13.5,12.67
Student_10648,IDISC,2,13,5,8,18,3,7.5,6.5,10.5,8.17
Student_10649,IDL,9,15,9,0,6,7,12.0,4.5,6.5,7.67
Student_10650,IDL,7,15,18,20,20,4,11.0,19.0,12.0,14.0
Student_10651,IDL,18,3,0,3,15,5,10.5,1.5,10.0,7.33
Student_10652,IDL,8,16,5,14,11,3,12.0,9.5,7.0,9.5
Student_10653,ISEOC,4,16,5,15,13,20,10.0,10.0,16.5,12.17
Student_10654,IDISC,13,18,7,4,4,3,15.5,5.5,3.5,8.17
Student_10655,IDL,4,10,6,1,13,19,7.0,3.5,16.0,8.83
Student_10656,ISEOC,6,20,11,20,0,19,13.0,15.5,9.5,12.67
Student_10657,IDL,8,14,4,2,6,10,11.0,3.0,8.0,7.33
Student_10658,IDISC,8,4,14,9,0,1,6.0,11.5,0.5,6.0
Student_10659,IDISC,0,1,17,13,18,6,0.5,15.0,12.0,9.17
Student_10660,IDL,10,20,17,0,1,16,15.0,8.5,8.5,10.67
Student_10661,IDL,2,9,14,15,16,20,5.5,14.5,18.0,12.67
Student_10662,IDL,17,2,7,9,3,4,9.5,8.0,3.5,7.0
Student_10663,IDISC,12,7,20,17,8,5,9.5,18.5,6.5,11.5
Student_10664,IDISC,9,16,14,7,8,9,12.5,10.5,8.5,10.5
Student_10665,ISEOC,19,12,14,8,13,7,15.5,11.0,10.0,12.17
Student_10666,ISEOC,9,2,8,0,14,1,5.5,4.0,7.5,5.67
Student_10667,ISEOC,2,1,5,7,9,5,1.5,6.0,7.0,4.83
Student_10668,IDISC,7,6,12,19,15,3,6.5,15.5,9.0,10.33
Student_10669,IDL,2,16,7,1,1,12,9.0,4.0,6.5,6.5
Student_10670,IDISC,13,0,10,11,11,0,6.5,10.5,5.5,7.5
Student_10671,IDL,3,17,15,19,19,16,10.0,17.0,17.5,14.83
Student_10672,IDL,2,19,7,20,15,12,10.5,13.5,13.5,12.5
Student_10673,IDISC,19,20,17,8,6,9,19.5,12.5,7.5,13.17
Student_10674,ISEOC,1,6,18,17,15,12,3.5,17.5,13.5,11.5
Student_10675,IDL,12,5,19,7,12,20,8.5,13.0,16.0,12.5
Student_10676,ISEOC,0,10,9,1,18,11,5.0,5.0,14.5,8.17
Student_10677,IDL,8,8,20,8,10,2,8.0,14.0,6.0,9.33
Student_10678,IDISC,13,3,11,10,0,6,8.0,10.5,3.0,7.17
Student_10679,IDISC,10,5,9,1,11,5,7.5,5.0,8.0,6.83
Student_10680,IDL,13,15,16,8,2,4,14.0,12.0,3.0,9.67
Student_10681,ISEOC,4,9,13,19,14,6,6.5,16.0,10.0,10.83
Student_10682,ISEOC,0,0,11,2,3,20,0.0,6.5,11.5,6.0
Student_10683,ISEOC,20,10,18,7,16,1,15.0,12.5,8.5,12.0
Student_10684,IDL,17,6,8,10,20,20,11.5,9.0,20.0,13.5
Student_10685,IDISC,8,11,17,20,10,14,9.5,18.5,12.0,13.33
Student_10686,IDISC,18,18,4,10,8,2,18.0,7.0,5.0,10.0
Student_10687,IDL,10,15,13,12,15,1,12.5,12.5,8.0,11.0
Student_10688,ISEOC,18,9,16,7,5,12,13.5,11.5,8.5,11.17
Student_10689,IDL,6,7,5,12,16,13,6.5,8.5,14.5,9.83
Student_10690,IDL,19,4,9,11,11,16,11.5,10.0,13.5,11.67
Student_10691,IDISC,3,0,0,5,15,15,1.5,2.5,15.0,6.33
Student_10692,IDISC,13,10,2,12,12,0,11.5,7.0,6.0,8.17
Student_10693,IDISC,16,0,18,9,3,20,8.0,13.5,11.5,11.0
Student_10694,ISEOC,5,6,4,1,20,17,5.5,2.5,18.5,8.83
Student_10695,IDISC,5,18,8,9,1,1,11.5,8.5,1.0,7.0
Student_10696,IDISC,16,20,20,12,11,1,18.0,16.0,6.0,13.33
Student_10697,IDL,2,8,10,5,4,17,5.0,7.5,10.5,7.67
Student_10698,IDISC,12,1,2,10,15,16,6.5,6.0,15.5,9.33
Student_10699,IDL,20,20,9,4,17,12,20.0,6.5,14.5,13.67
Student_10700,IDISC,9,17,7,12,17,17,13.0,9.5,17.0,13.17
Student_10701,IDISC,2,4,11,14,20,19,3.0,12.5,19.5,11.67
Student_10702,IDL,15,5,7,15,11,17,10.0,11.0,14.0,11.67
Student_10703,ISEOC,2,17,10,4,7,15,9.5,7.0,11.0,9.17
Student_10704,IDISC,13,12,6,14,16,18,12.5,10.0,17.0,13.17
Student_10705,ISEOC,18,11,2,12,19,0,14.5,7.0,9.5,10.33
Student_10706,IDISC,13,14,7,18,16,19,13.5,12.5,17.5,14.5
Student_10707,ISEOC,14,4,18,7,10,4,9.0,12.5,7.0,9.5
Student_10708,IDISC,3,15,11,19,9,10,9.0,15.0,9.5,11.17
Student_10709,IDISC,18,18,12,17,9,13,18.0,14.5,11.0,14.5
Student_10710,IDL,13,4,20,10,19,16,8.5,15.0,17.5,13.67
Student_10711,IDL,12,14,1,11,8,17,13.0,6.0,12.5,10.5
Student_10712,IDISC,8,18,17,19,14,15,13.0,18.0,14.5,15.17
Student_10713,ISEOC,2,17,11,19,9,15,9.5,15.0,12.0,12.17
Student_10714,IDL,6,5,6,12,19,4,5.5,9.0,11.5,8.67
Student_10715,ISEOC,10,1,8,20,8,7,5.5,14.0,7.5,9.0
Student_10716,IDISC,16,19,10,10,16,0,17.5,10.0,8.0,11.83
Student_10717,ISEOC,4,8,4,10,4,7,6.0,7.0,5.5,6.17
Student_10718,IDL,6,7,13,1,6,17,6.5,7.0,11.5,8.33
Student_10719,IDISC,14,16,13,5,4,5,15.0,9.0,4.5,9.5
Student_10720,ISEOC,16,12,20,20,6,15,14.0,20.0,10.5,14.83
Student_10721,IDL,20,3,14,0,0,13,11.5,7.0,6.5,8.33
Student_10722,ISEOC,10,19,19,19,4,9,14.5,19.0,6.5,13.33
Student_10723,IDISC,4,6,13,17,4,8,5.0,15.0,6.0,8.67
Student_10724,ISEOC,1,0,4,13,6,8,0.5,8.5,7.0,5.33
Student_10725,IDL,15,1,16,6,9,9,8.0,11.0,9.0,9.33
Student_10726,ISEOC,14,0,4,6,18,2,7.0,5.0,10.0,7.33
Student_10727,IDL,2,14,19,7,8,10,8.0,13.0,9.0,10.0
Student_10728,IDL,20,3,2,18,1,6,11.5,10.0,3.5,8.33
Student_10729,ISEOC,12,1,15,19,15,1,6.5,17.0,8.0,10.5
Student_10730,ISEOC,9,20,4,18,17,7,14.5,11.0,12.0,12.5
Student_10731,IDL,16,2,12,2,20,4,9.0,7.0,12.0,9.33
Student_10732,ISEOC,20,17,9,10,3,7,18.5,9.5,5.0,11.0
Student_10733,IDISC,20,17,7,19,10,20,18.5,13.0,15.0,15.5
Student_10734,IDL,9,19,9,15,19,5,14.0,12.0,12.0,12.67
Student_10735,IDISC,15,5,20,14,8,9,10.0,17.0,8.5,11.83
Student_10736,IDL,13,9,1,18,17,13,11.0,9.5,15.0,11.83
Student_10737,IDISC,0,19,20,10,11,15,9.5,15.0,13.0,12.5
Student_10738,ISEOC,12,18,13,1,2,13,15.0,7.0,7.5,9.83
Student_10739,ISEOC,8,7,16,14,10,2,7.5,15.0,6.0,9.5
Student_10740,ISEOC,4,18,9,4,1,12,11.0,6.5,6.5,8.0
Student_10741,ISEOC,2,16,17,0,2,7,9.0,8.5,4.5,7.33
Student_10742,ISEOC,16,8,10,11,0,15,12.0,10.5,7.5,10.0
Student_10743,ISEOC,1,8,6,19,16,3,4.5,12.5,9.5,8.83
Student_10744,IDL,14,13,13,3,9,8,13.5,8.0,8.5,10.0
Student_10745,IDISC,14,2,15,5,11,16,8.0,10.0,13.5,10.5
Student_10746,IDISC,19,17,6,14,6,6,18.0,10.0,6.0,11.33
Student_10747,ISEOC,10,6,20,11,15,16,8.0,15.5,15.5,13.0
Student_10748,ISEOC,7,2,14,18,15,15,4.5,16.0,15.0,11.83
Student_10749,ISEOC,1,1,4,6,15,3,1.0,5.0,9.0,5.0
Student_10750,ISEOC,17,0,2,9,4,4,8.5,5.5,4.0,6.0
Student_10751,IDL,2,3,13,5,9,19,2.5,9.0,14.0,8.5
Student_10752,IDISC,20,5,6,12,14,6,12.5,9.0,10.0,10.5
Student_10753,IDL,3,6,18,12,8,16,4.5,15.0,12.0,10.5
Student_10754,IDL,17,14,4,11,5,11,15.5,7.5,8.0,10.33
Student_10755,IDL,1,11,4,0,5,15,6.0,2.0,10.0,6.0
Student_10756,ISEOC,1,17,9,4,6,20,9.0,6.5,13.0,9.5
Student_10757,IDISC,18,9,12,2,17,9,13.5,7.0,13.0,11.17
Student_10758,IDL,3,6,19,7,18,2,4.5,13.0,10.0,9.17
Student_10759,IDL,20,20,10,20,3,14,20.0,15.0,8.5,14.5
Student_10760,IDL,2,13,14,19,7,5,7.5,16.5,6.0,10.0
Student_10761,IDISC,11,8,8,16,2,1,9.5,12.0,1.5,7.67
Student_10762,ISEOC,5,6,10,10,0,4,5.5,10.0,2.0,5.83
Student_10763,ISEOC,4,6,0,1,4,6,5.0,0.5,5.0,3.5
Student_10764,IDISC,6,9,5,16,16,6,7.5,10.5,11.0,9.67
Student_10765,ISEOC,12,2,6,1,2,17,7.0,3.5,9.5,6.67
Student_10766,ISEOC,17,1,12,6,2,0,9.0,9.0,1.0,6.33
Student_10767,IDL,20,13,4,3,5,13,16.5,3.5,9.0,9.67
Student_10768,ISEOC,2,19,13,19,11,16,10.5,16.0,13.5,13.33
Student_10769,IDL,0,15,11,9,19,2,7.5,10.0,10.5,9.33
Student_10770,IDL,17,0,7,7,11,14,8.5,7.0,12.5,9.33
Student_10771,ISEOC,1,11,15,8,11,15,6.0,11.5,13.0,10.17
Student_10772,IDL,17,13,15,0,4,5,15.0,7.5,4.5,9.0
Student_10773,IDISC,11,1,5,14,11,4,6.0,9.5,7.5,7.67
Student_10774,IDISC,8,19,3,0,20,4,13.5,1.5,12.0,9.0
Student_10775,IDISC,14,13,15,2,0,8,13.5,8.5,4.0,8.67
Student_10776,ISEOC,12,2,12,19,10,3,7.0,15.5,6.5,9.67
Student_10777,ISEOC,19,2,16,12,14,7,10.5,14.0,10.5,11.67
Student_10778,IDL,9,17,10,2,14,0,13.0,6.0,7.0,8.67
Student_10779,IDL,17,17,3,18,19,10,17.0,10.5,14.5,14.0
Student_10780,ISEOC,10,0,8,19,1,5,5.0,13.5,3.0,7.17
Student_10781,IDISC,4,5,9,19,0,2,4.5,14.0,1.0,6.5
Student_10782,IDISC,1,14,18,9,4,12,7.5,13.5,8.0,9.67
Student_10783,ISEOC,12,2,7,8,10,6,7.0,7.5,8.0,7.5
Student_10784,IDISC,2,1,12,8,13,20,1.5,10.0,16.5,9.33
Student_10785,IDL,18,20,6,18,18,6,19.0,12.0,12.0,14.33
Student_10786,IDISC,6,9,2,14,9,10,7.5,8.0,9.5,8.33
Student_10787,IDISC,6,0,2,14,18,0,3.0,8.0,9.0,6.67
Student_10788,IDL,2,4,11,15,7,9,3.0,13.0,8.0,8.0
Student_10789,IDL,0,2,16,6,10,0,1.0,11.0,5.0,5.67
Student_10790,IDL,6,14,17,14,5,3,10.0,15.5,4.0,9.83
Student_10791,ISEOC,8,18,12,16,3,9,13.0,14.0,6.0,11.0
Student_10792,IDL,10,17,7,18,14,15,13.5,12.5,14.5,13.5
Student_10793,ISEOC,16,3,0,4,13,19,9.5,2.0,16.0,9.17
Student_10794,IDL,5,6,11,2,19,3,5.5,6.5,11.0,7.67
Student_10795,IDL,16,11,6,6,6,3,13.5,6.0,4.5,8.0
Student_10796,IDL,3,20,10,3,1,2,11.5,6.5,1.5,6.5
Student_10797,IDL,17,20,5,1,2,17,18.5,3.0,9.5,10.33
Student_10798,IDL,8,14,0,0,15,9,11.0,0.0,12.0,7.67
Student_10799,ISEOC,14,15,0,2,18,14,14.5,1.0,16.0,10.5
Student_10800,ISEOC,5,3,18,16,13,16,4.0,17.0,14.5,11.83
Student_10801,IDISC,1,7,10,0,12,18,4.0,5.0,15.0,8.0
Student_10802,ISEOC,20,19,12,15,5,0,19.5,13.5,2.5,11.83
Student_10803,ISEOC,17,10,6,7,12,16,13.5,6.5,14.0,11.33
Student_10804,IDL,12,2,16,11,2,5,7.0,13.5,3.5,8.0
Student_10805,IDL,1,2,10,5,0,14,1.5,7.5,7.0,5.33
Student_10806,IDISC,6,20,16,4,3,16,13.0,10.0,9.5,10.83
Student_10807,ISEOC,9,1,8,12,15,8,5.0,10.0,11.5,8.83
Student_10808,IDISC,9,7,6,15,9,8,8.0,10.5,8.5,9.0
Student_10809,ISEOC,3,3,10,0,17,19,3.0,5.0,18.0,8.67
Student_10810,IDISC,12,18,5,14,16,17,15.0,9.5,16.5,13.67
Student_10811,IDL,13,14,4,18,13,1,13.5,11.0,7.0,10.5
Student_10812,IDISC,13,20,10,18,13,11,16.5,14.0,12.0,14.17
Student_10813,ISEOC,2,8,10,6,14,19,5.0,8.0,16.5,9.83
Student_10814,IDISC,0,16,20,20,10,6,8.0,20.0,8.0,12.0
Student_10815,IDL,14,19,20,8,11,15,16.5,14.0,13.0,14.5
Student_10816,IDL,14,14,0,12,6,20,14.0,6.0,13.0,11.0
Student_10817,IDL,5,11,14,13,14,16,8.0,13.5,15.0,12.17
Student_10818,IDL,5,8,1,2,18,6,6.5,1.5,12.0,6.67
Student_10819,IDISC,13,11,13,13,13,14,12.0,13.0,13.5,12.83
Student_10820,IDISC,17,20,19,5,6,14,18.5,12.0,10.0,13.5
Student_10821,IDISC,16,6,19,7,11,11,11.0,13.0,11.0,11.67
Student_10822,IDISC,8,3,15,5,12,1,5.5,10.0,6.5,7.33
Student_10823,ISEOC,18,1,8,12,17,4,9.5,10.0,10.5,10.0
Student_10824,IDISC,13,4,2,1,9,2,8.5,1.5,5.5,5.17
Student_10825,ISEOC,11,19,16,7,14,20,15.0,11.5,17.0,14.5
Student_10826,ISEOC,0,19,16,20,10,8,9.5,18.0,9.0,12.17
Student_10827,IDL,18,17,12,18,14,5,17.5,15.0,9.5,14.0
Student_10828,ISEOC,20,7,6,10,17,7,13.5,8.0,12.0,11.17
Student_10829,IDL,10,19,4,18,12,6,14.5,11.0,9.0,11.5
Student_10830,IDISC,18,8,4,1,1,0,13.0,2.5,0.5,5.33
Student_10831,ISEOC,20,19,12,7,0,14,19.5,9.5,7.0,12.0
Student_10832,IDL,17,2,5,0,6,18,9.5,2.5,12.0,8.0
Student_10833,IDL,15,20,20,4,18,5,17.5,12.0,11.5,13.67
Student_10834,IDISC,11,4,19,19,3,16,7.5,19.0,9.5,12.0
Student_10835,IDISC,5,12,19,8,7,16,8.5,13.5,11.5,11.17
Student_10836,IDISC,15,10,6,5,6,3,12.5,5.5,4.5,7.5
Student_10837,ISEOC,12,4,19,14,3,8,8.0,16.5,5.5,10.0
Student_10838,IDL,0,19,8,7,16,1,9.5,7.5,8.5,8.5
Student_10839,IDL,17,4,17,16,11,7,10.5,16.5,9.0,12.0
Student_10840,ISEOC,18,15,4,13,13,6,16.5,8.5,9.5,11.5
Student_10841,IDISC,5,11,1,19,7,2,8.0,10.0,4.5,7.5
Student_10842,IDISC,4,3,10,12,10,7,3.5,11.0,8.5,7.67
Student_10843,IDISC,1,2,20,11,14,10,1.5,15.5,12.0,9.67
Student_10844,IDL,19,16,20,16,10,1,17.5,18.0,5.5,13.67
Student_10845,IDL,15,15,16,10,4,2,15.0,13.0,3.0,10.33
Student_10846,ISEOC,18,7,13,4,8,2,12.5,8.5,5.0,8.67
Student_10847,IDL,4,4,4,13,10,1,4.0,8.5,5.5,6.0
Student_10848,IDL,19,2,5,4,1,16,10.5,4.5,8.5,7.83
Student_10849,IDL,8,5,3,7,8,12,6.5,5.0,10.0,7.17
Student_10850,ISEOC,15,16,4,17,7,2,15.5,10.5,4.5,10.17
Student_10851,IDISC,15,5,6,20,3,5,10.0,13.0,4.0,9.0
Student_10852,ISEOC,19,6,7,19,0,13,12.5,13.0,6.5,10.67
Student_10853,ISEOC,4,12,1,19,1,11,8.0,10.0,6.0,8.0
Student_10854,ISEOC,4,4,17,0,18,20,4.0,8.5,19.0,10.5
Student_10855,IDL,0,20,9,11,7,3,10.0,10.0,5.0,8.33
Student_10856,ISEOC,15,8,3,9,11,20,11.5,6.0,15.5,11.0
Student_10857,ISEOC,8,1,15,9,16,14,4.5,12.0,15.0,10.5
Student_10858,IDL,20,1,2,0,13,17,10.5,1.0,15.0,8.83
Student_10859,ISEOC,10,7,12,10,7,11,8.5,11.0,9.0,9.5
Student_10860,IDL,12,11,11,1,3,5,11.5,6.0,4.0,7.17
